date,sku,SK,promo_flag,p10,p50,p90
2025-11-30,743207,СК Столица,0,0.0,0.0,497.464277300916
2025-12-31,743207,СК Столица,0,0.0,78.68911614007818,402.0916571386352
2026-01-31,743207,СК Столица,0,67.50155293771066,162.5966264427352,558.8994984811054
2026-02-28,743207,СК Столица,0,54.431684270092425,135.81061611309292,1097.4351364621816
2026-03-31,743207,СК Столица,0,28.51401885295944,130.39306520345178,597.244939838808
2026-04-30,743207,СК Столица,0,0.0,77.91375385323315,384.6999183826627
2026-05-31,743207,СК Столица,0,74.98823032448263,153.04223394061796,395.37009671023606
2026-06-30,743207,СК Столица,0,131.69465997117473,207.619404605564,651.2064762848975
2026-07-31,743207,СК Столица,0,20.867457561225596,126.04998375357692,387.929417346794
2025-08-31,743227,СК Столица,0,1125.250255323464,1367.6023903791306,2094.2679502952615
2025-09-30,743227,СК Столица,0,2214.8478259512112,2335.9935136644845,2845.146782678905
2025-10-31,743227,СК Столица,0,1301.4639287928228,1341.9747412457868,2082.5759818480246
2025-11-30,743227,СК Столица,0,1202.665660537363,1368.3343959560732,1555.6324024587336
2025-12-31,743227,СК Столица,0,825.0312917195873,858.5446940651814,2292.021258927145
