date,sku,promo_flag,p10,p50,p90,SK,category
2026-04-30,743167,0,2628.44,3475.56,8924.36,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743177,0,106.11,116.78,89.69,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743187,0,182.65,227.27,331.83,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743197,0,677.32,1064.83,1327.57,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743207,0,931.67,576.47,1065.33,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743227,0,627.03,994.71,1678.11,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743237,0,4649.5,6113.14,15929.78,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743247,0,5152.45,5027.32,8250.97,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743267,0,32.48,148.77,327.67,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743307,0,407.12,533.18,1208.98,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743317,0,19.35,48.98,95.87,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743327,0,866.98,981.24,1576.92,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743337,0,4969.37,5972.72,13169.84,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743347,0,1199.83,1236.52,1235.21,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743657,0,366.04,445.24,712.56,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743667,0,1517.17,2959.19,8606.31,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743677,0,884.34,543.66,696.9,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743680,0,118.48,284.82,276.0,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743687,0,178.35,234.69,468.29,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,743890,0,53.9,9.62,77.12,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,744007,0,2117.36,3170.59,5575.02,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,7431370,0,31.33,0.0,402.82,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-04-30,7432470,0,20.38,8.46,31.14,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,14001,0,7.22,3.3,17.52,1,140-Воротки
2026-05-31,14003,0,6.5,0.81,33.48,1,140-Воротки
2026-05-31,14005,0,10.13,7.65,1.04,1,140-Воротки
2026-05-31,14007,0,293.35,196.91,170.57,1,140-Воротки
2026-05-31,14008,0,120.72,48.77,73.62,1,140-Воротки
2026-05-31,14009,0,247.04,247.21,421.05,1,140-Воротки
2026-05-31,14025,0,110.08,60.14,81.35,1,140-Воротки
2026-05-31,14026,0,13.54,16.63,17.89,1,140-Воротки
2026-05-31,14027,0,52.36,18.35,42.15,1,140-Воротки
2026-05-31,14028,0,76.43,14.43,27.91,1,140-Воротки
2026-05-31,14029,0,7.91,12.28,13.04,1,140-Воротки
2026-05-31,14030,0,16.93,24.41,22.24,1,140-Воротки
2026-05-31,14041,0,100.93,66.07,52.62,1,140-Воротки
2026-05-31,14042,0,10.41,12.62,17.71,1,140-Воротки
2026-05-31,14043,0,141.3,74.74,78.59,1,140-Воротки
2026-05-31,14044,0,135.51,33.72,25.9,1,140-Воротки
2026-05-31,14045,0,149.07,44.3,32.46,1,140-Воротки
2026-05-31,14046,0,6.07,2.09,0.0,1,140-Воротки
2026-05-31,14047,0,0.55,0.0,0.0,1,140-Воротки
2026-05-31,14066,0,58.76,33.66,35.36,1,140-Воротки
2026-05-31,14070,0,92.13,66.02,69.46,1,140-Воротки
2026-05-31,14072,0,95.07,38.49,46.15,1,140-Воротки
2026-05-31,14074,0,121.68,47.92,52.26,1,140-Воротки
2026-05-31,14082,0,79.85,43.51,53.87,1,140-Воротки
2026-05-31,14084,0,11.4,11.48,13.22,1,140-Воротки
2026-05-31,14086,0,109.2,119.76,77.73,1,140-Воротки
2026-05-31,14090,0,88.69,63.45,30.76,1,140-Воротки
2026-05-31,14092,0,1.84,10.24,15.99,1,140-Воротки
2026-05-31,14135,0,8.01,12.51,4.53,1,140-Воротки
2026-05-31,14136,0,6.14,0.15,0.0,1,140-Воротки
2026-05-31,14137,0,122.58,33.63,32.46,1,140-Воротки
2026-05-31,26981,0,224.05,143.64,178.42,1,269-УШМ
2026-05-31,26982,0,271.91,201.16,180.15,1,269-УШМ
2026-05-31,51018,0,194.33,59.23,60.53,1,510-Домкраты гидравлические подкатные
2026-05-31,51019,0,11.45,8.85,46.59,1,510-Домкраты гидравлические подкатные
2026-05-31,51020,0,91.4,72.82,84.41,1,510-Домкраты гидравлические подкатные
2026-05-31,51028,0,86.84,64.6,65.78,1,510-Домкраты гидравлические подкатные
2026-05-31,51035,0,14.2,20.32,16.65,1,510-Домкраты гидравлические подкатные
2026-05-31,51040,0,86.5,60.08,55.91,1,510-Домкраты гидравлические подкатные
2026-05-31,51045,0,11.04,15.69,10.86,1,510-Домкраты гидравлические подкатные
2026-05-31,51047,0,10.59,7.89,0.0,1,510-Домкраты гидравлические подкатные
2026-05-31,51127,0,60.06,28.45,31.17,1,510-Домкраты гидравлические подкатные
2026-05-31,51128,0,6.22,21.03,15.96,1,510-Домкраты гидравлические подкатные
2026-05-31,51129,0,100.68,34.04,38.15,1,510-Домкраты гидравлические подкатные
2026-05-31,51130,0,109.45,40.8,45.77,1,510-Домкраты гидравлические подкатные
2026-05-31,51131,0,86.97,30.84,28.55,1,510-Домкраты гидравлические подкатные
2026-05-31,51132,0,80.83,56.93,59.77,1,510-Домкраты гидравлические подкатные
2026-05-31,51133,0,69.28,44.01,41.0,1,510-Домкраты гидравлические подкатные
2026-05-31,51134,0,91.64,60.36,30.59,1,510-Домкраты гидравлические подкатные
2026-05-31,51135,0,91.65,26.37,30.35,1,510-Домкраты гидравлические подкатные
2026-05-31,51136,0,244.57,151.31,144.18,1,510-Домкраты гидравлические подкатные
2026-05-31,51137,0,87.03,30.92,20.93,1,510-Домкраты гидравлические подкатные
2026-05-31,51152,0,89.41,22.84,28.18,1,510-Домкраты гидравлические подкатные
2026-05-31,51153,0,6.7,4.12,8.27,1,510-Домкраты гидравлические подкатные
2026-05-31,51154,0,6.47,2.99,0.0,1,510-Домкраты гидравлические подкатные
2026-05-31,51155,0,6.23,3.56,7.67,1,510-Домкраты гидравлические подкатные
2026-05-31,51156,0,98.07,20.21,28.41,1,510-Домкраты гидравлические подкатные
2026-05-31,51157,0,7.61,8.45,14.0,1,510-Домкраты гидравлические подкатные
2026-05-31,73752,0,2027.54,2987.1,10134.46,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73753,0,307.87,381.9,412.74,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73754,0,303.56,346.03,537.19,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73761,0,2740.52,3745.02,12874.22,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73762,0,3598.96,4441.44,16083.12,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73763,0,4956.37,5789.43,17280.54,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73773,0,964.96,1650.09,5684.67,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73784,0,578.14,845.44,1721.65,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,73792,0,4059.62,5033.61,15140.34,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74326,0,114.03,113.19,127.21,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74361,0,409.13,638.13,1184.29,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74362,0,39.79,25.05,95.53,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74368,0,3500.77,3629.54,10912.77,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74369,0,2690.47,3609.06,13970.01,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74370,0,206.56,559.41,2932.04,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74376,0,2453.85,3314.73,10633.94,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74382,0,1141.44,1808.77,5189.66,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74387,0,1831.83,2534.6,8947.9,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74388,0,451.55,874.55,5097.09,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74389,0,1687.68,2869.78,11246.28,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74394,0,1535.71,1771.39,3850.18,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,74400,0,1245.1,1858.93,8119.0,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,140205,0,157.72,123.04,76.0,1,140-Воротки
2026-05-31,140405,0,138.24,113.47,122.29,1,140-Воротки
2026-05-31,140605,0,473.49,432.07,451.22,1,140-Воротки
2026-05-31,510084,0,138.21,102.87,110.03,1,510-Домкраты гидравлические подкатные
2026-05-31,510085,0,98.28,112.62,61.98,1,510-Домкраты гидравлические подкатные
2026-05-31,510105,0,182.73,58.0,35.06,1,510-Домкраты гидравлические подкатные
2026-05-31,510345,0,41.81,24.53,49.42,1,510-Домкраты гидравлические подкатные
2026-05-31,737610,0,505.44,505.12,767.22,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,737920,0,27.32,12.91,57.64,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743097,0,2650.22,3608.95,12441.03,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743107,0,1070.87,2079.21,2463.7,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743117,0,195.26,239.81,487.36,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743127,0,18.85,12.84,74.92,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743137,0,15814.08,16924.96,27078.41,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743147,0,15508.76,16325.67,27708.71,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743157,0,5468.19,6129.75,14097.91,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743167,0,2012.29,2587.85,4960.34,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743177,0,78.37,168.1,149.5,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743187,0,95.26,237.21,239.58,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743197,0,1051.2,1479.32,3383.57,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743207,0,351.49,654.75,1086.79,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743227,0,761.34,969.73,1447.67,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743237,0,4924.89,5696.98,10612.83,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743247,0,6442.55,7088.96,13977.62,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743267,0,104.99,107.0,206.31,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743307,0,871.67,1375.66,1567.37,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743317,0,64.08,121.62,161.18,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743327,0,1207.72,1755.74,2228.07,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743337,0,2648.61,2485.48,4864.35,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743347,0,532.24,985.21,1025.8,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743657,0,266.68,538.06,496.55,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743667,0,2246.11,2337.82,7180.37,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743677,0,374.35,519.05,726.44,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743680,0,125.76,305.11,569.88,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743687,0,135.53,331.12,338.88,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,743890,0,24.95,47.47,54.05,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,744007,0,2566.82,2782.42,5687.17,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,7431370,0,2.23,0.0,109.92,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-05-31,7432470,0,7.92,6.01,24.45,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,14001,0,7.26,0.13,35.28,1,140-Воротки
2026-06-30,14003,0,7.93,3.91,3.12,1,140-Воротки
2026-06-30,14005,0,8.54,4.29,1.07,1,140-Воротки
2026-06-30,14007,0,294.87,195.5,184.61,1,140-Воротки
2026-06-30,14008,0,118.01,43.97,71.16,1,140-Воротки
2026-06-30,14009,0,231.05,243.81,470.5,1,140-Воротки
2026-06-30,14025,0,116.49,86.32,59.86,1,140-Воротки
2026-06-30,14026,0,12.44,12.37,13.67,1,140-Воротки
2026-06-30,14027,0,66.1,51.93,65.44,1,140-Воротки
2026-06-30,14028,0,56.94,32.52,32.09,1,140-Воротки
2026-06-30,14029,0,7.3,7.84,1.26,1,140-Воротки
2026-06-30,14030,0,14.38,12.29,16.34,1,140-Воротки
2026-06-30,14041,0,109.07,51.45,36.5,1,140-Воротки
2026-06-30,14042,0,10.45,11.18,19.33,1,140-Воротки
2026-06-30,14043,0,150.35,72.52,78.47,1,140-Воротки
2026-06-30,14044,0,131.58,22.11,31.51,1,140-Воротки
2026-06-30,14045,0,141.19,22.09,39.32,1,140-Воротки
2026-06-30,14046,0,4.72,3.8,0.19,1,140-Воротки
2026-06-30,14047,0,0.38,0.0,0.0,1,140-Воротки
2026-06-30,14066,0,70.27,27.9,27.41,1,140-Воротки
2026-06-30,14070,0,96.05,73.69,74.31,1,140-Воротки
2026-06-30,14072,0,86.67,30.94,25.81,1,140-Воротки
2026-06-30,14074,0,130.64,40.46,45.59,1,140-Воротки
2026-06-30,14082,0,114.94,42.08,62.0,1,140-Воротки
2026-06-30,14084,0,10.37,9.72,11.48,1,140-Воротки
2026-06-30,14086,0,97.94,95.97,103.53,1,140-Воротки
2026-06-30,14090,0,102.6,73.18,39.77,1,140-Воротки
2026-06-30,14092,0,4.7,11.35,15.07,1,140-Воротки
2026-06-30,14135,0,1.35,0.65,1.7,1,140-Воротки
2026-06-30,14136,0,6.69,0.86,0.0,1,140-Воротки
2026-06-30,14137,0,107.08,27.47,26.22,1,140-Воротки
2026-06-30,26981,0,287.98,319.67,393.11,1,269-УШМ
2026-06-30,26982,0,287.1,150.81,177.54,1,269-УШМ
2026-06-30,51018,0,137.58,59.68,26.7,1,510-Домкраты гидравлические подкатные
2026-06-30,51019,0,15.96,11.27,43.03,1,510-Домкраты гидравлические подкатные
2026-06-30,51020,0,89.17,52.88,77.7,1,510-Домкраты гидравлические подкатные
2026-06-30,51028,0,72.51,47.11,50.91,1,510-Домкраты гидравлические подкатные
2026-06-30,51035,0,12.08,10.64,2.18,1,510-Домкраты гидравлические подкатные
2026-06-30,51040,0,65.7,31.28,37.55,1,510-Домкраты гидравлические подкатные
2026-06-30,51045,0,11.82,8.2,0.0,1,510-Домкраты гидравлические подкатные
2026-06-30,51047,0,9.71,4.71,6.13,1,510-Домкраты гидравлические подкатные
2026-06-30,51127,0,58.22,26.44,22.25,1,510-Домкраты гидравлические подкатные
2026-06-30,51128,0,3.78,11.47,12.84,1,510-Домкраты гидравлические подкатные
2026-06-30,51129,0,101.58,30.21,31.11,1,510-Домкраты гидравлические подкатные
2026-06-30,51130,0,113.94,42.79,56.85,1,510-Домкраты гидравлические подкатные
2026-06-30,51131,0,101.35,30.38,24.31,1,510-Домкраты гидравлические подкатные
2026-06-30,51132,0,67.96,31.91,42.03,1,510-Домкраты гидравлические подкатные
2026-06-30,51133,0,83.23,24.57,46.47,1,510-Домкраты гидравлические подкатные
2026-06-30,51134,0,87.17,25.39,26.79,1,510-Домкраты гидравлические подкатные
2026-06-30,51135,0,99.52,23.33,22.65,1,510-Домкраты гидравлические подкатные
2026-06-30,51136,0,111.18,103.88,84.6,1,510-Домкраты гидравлические подкатные
2026-06-30,51137,0,87.02,26.24,24.96,1,510-Домкраты гидравлические подкатные
2026-06-30,51152,0,73.17,18.84,32.45,1,510-Домкраты гидравлические подкатные
2026-06-30,51153,0,6.54,2.65,9.64,1,510-Домкраты гидравлические подкатные
2026-06-30,51154,0,5.61,1.94,0.0,1,510-Домкраты гидравлические подкатные
2026-06-30,51155,0,5.85,3.33,0.0,1,510-Домкраты гидравлические подкатные
2026-06-30,51156,0,100.32,20.98,26.63,1,510-Домкраты гидравлические подкатные
2026-06-30,51157,0,7.22,6.67,10.6,1,510-Домкраты гидравлические подкатные
2026-06-30,73752,0,2253.52,3153.44,10716.25,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73753,0,239.59,212.4,472.4,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73754,0,346.15,462.73,582.09,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73761,0,13549.41,14335.9,23559.25,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73762,0,12848.87,13634.9,23604.33,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73763,0,4364.99,5124.95,15015.71,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73773,0,1003.0,2214.85,4202.01,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73784,0,718.21,967.74,1724.8,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,73792,0,4023.28,4789.61,13700.5,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74326,0,90.88,134.92,153.0,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74361,0,640.5,886.15,1355.2,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74362,0,162.82,160.73,211.92,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74368,0,11478.29,12016.6,19305.36,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74369,0,7392.6,8183.73,18253.93,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74370,0,787.82,954.34,1338.67,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74376,0,2650.74,3398.53,11300.51,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74382,0,1101.02,2478.85,6534.28,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74387,0,2395.11,3639.99,11389.81,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74388,0,1427.84,2286.54,4771.86,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74389,0,2491.65,3360.36,10035.67,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74394,0,1025.97,1682.52,3243.87,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,74400,0,1474.73,2322.66,4811.22,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,140205,0,119.34,113.41,150.81,1,140-Воротки
2026-06-30,140405,0,137.89,112.9,120.73,1,140-Воротки
2026-06-30,140605,0,330.19,336.53,661.38,1,140-Воротки
2026-06-30,510084,0,143.67,109.41,117.55,1,510-Домкраты гидравлические подкатные
2026-06-30,510085,0,76.17,95.31,40.98,1,510-Домкраты гидравлические подкатные
2026-06-30,510105,0,209.68,76.5,46.41,1,510-Домкраты гидравлические подкатные
2026-06-30,510345,0,37.19,22.61,43.13,1,510-Домкраты гидравлические подкатные
2026-06-30,737610,0,715.5,422.87,521.53,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,737920,0,0.77,13.48,38.27,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743097,0,2423.21,3484.64,9113.85,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743107,0,761.53,1188.06,3039.1,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743117,0,414.96,444.29,566.04,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743127,0,127.95,164.73,203.13,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743137,0,13000.21,13632.16,22836.54,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743147,0,13992.88,14423.58,21427.88,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743157,0,5300.42,5799.28,13522.3,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743167,0,1240.67,2151.82,2509.87,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743177,0,71.6,167.75,150.86,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743187,0,138.67,197.31,375.74,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743197,0,756.51,873.09,1496.93,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743207,0,526.04,662.05,1230.61,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743227,0,363.04,661.99,863.19,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743237,0,4389.33,4292.31,5689.54,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743247,0,4097.15,4854.47,14366.95,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743267,0,9.4,0.0,122.44,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743307,0,536.88,1235.39,1582.41,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743317,0,24.41,92.99,94.1,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743327,0,1097.2,1274.12,1658.89,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743337,0,5008.89,5298.59,5807.01,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743347,0,521.33,1095.29,1152.05,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743657,0,503.18,619.59,1015.68,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743667,0,1365.87,2050.85,6665.37,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743677,0,406.63,359.1,947.74,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743680,0,0.0,22.41,156.46,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743687,0,164.26,258.03,302.1,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,743890,0,13.31,31.34,24.74,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,744007,0,2221.42,2797.4,10013.9,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,7431370,0,1.86,29.07,102.34,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-06-30,7432470,0,7.35,16.38,24.07,1,"743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS"""
2026-07-31,14001,0,4.44,3.1,40.36,1,140-Воротки
2026-07-31,14003,0,3.63,3.13,7.42,1,140-Воротки
2026-07-31,14005,0,5.18,5.5,7.41,1,140-Воротки
2026-07-31,14007,0,255.95,198.89,242.39,1,140-Воротки
2026-07-31,14008,0,124.8,62.03,86.52,1,140-Воротки
2026-07-31,14009,0,269.97,234.16,415.81,1,140-Воротки
2026-07-31,14025,0,130.84,80.5,79.43,1,140-Воротки
