"date","sku","category","qty","promo_flag","oos_flag","comp_price_index","comp_qty_index","comp_promo_flag"
2023-10-31,"14041","140-Воротки",66.000000000000,0,1,1,1,0
2023-10-31,"14042","140-Воротки",10.000000000000,0,1,1,1,0
2023-10-31,"14043","140-Воротки",8.000000000000,0,1,1,1,0
2023-10-31,"14044","140-Воротки",6.000000000000,0,1,1,1,0
2023-10-31,"14045","140-Воротки",1.000000000000,0,1,1,1,0
2023-10-31,"14046","140-Воротки",4.000000000000,0,1,1,1,0
2023-10-31,"140605","140-Воротки",3.000000000000,0,1,1,1,0
2023-10-31,"14066","140-Воротки",2.000000000000,0,1,1,1,0
2023-10-31,"14070","140-Воротки",101.000000000000,0,1,1,1,0
2023-10-31,"14072","140-Воротки",13.000000000000,0,1,1,1,0
2023-10-31,"14074","140-Воротки",46.000000000000,0,1,1,1,0
2023-10-31,"14082","140-Воротки",7.000000000000,0,1,1,1,0
2023-10-31,"14084","140-Воротки",6.000000000000,0,1,1,1,0
2023-10-31,"14086","140-Воротки",90.000000000000,0,1,1,1,0
2023-10-31,"14135","140-Воротки",7.000000000000,0,1,1,1,0
2023-10-31,"14136","140-Воротки",1.000000000000,0,1,1,1,0
2023-10-31,"14137","140-Воротки",8.000000000000,0,1,1,1,0
2023-10-31,"26901","269-УШМ",14.000000000000,0,1,1,1,0
2023-10-31,"26904","269-УШМ",4.000000000000,0,1,1,1,0
2023-10-31,"26906","269-УШМ",3.000000000000,0,1,1,1,0
2023-10-31,"26908","269-УШМ",7.000000000000,0,1,1,1,0
2023-10-31,"26909","269-УШМ",1.000000000000,0,1,1,1,0
2023-10-31,"26981","269-УШМ",1.000000000000,0,1,1,1,0
2023-10-31,"26982","269-УШМ",21.000000000000,0,1,1,1,0
2023-10-31,"510084","510-Домкраты гидравлические подкатные",4.000000000000,0,1,1,1,0
2023-10-31,"510085","510-Домкраты гидравлические подкатные",1.000000000000,0,1,1,1,0
2023-10-31,"510105","510-Домкраты гидравлические подкатные",2.000000000000,0,1,1,1,0
2023-10-31,"51018","510-Домкраты гидравлические подкатные",10.000000000000,0,1,1,1,0
2023-10-31,"51019","510-Домкраты гидравлические подкатные",20.000000000000,0,1,1,1,0
2023-10-31,"51020","510-Домкраты гидравлические подкатные",158.000000000000,0,1,1,1,0
2023-10-31,"51028","510-Домкраты гидравлические подкатные",199.000000000000,0,1,1,1,0
2023-10-31,"510335","510-Домкраты гидравлические подкатные",4.000000000000,0,1,1,1,0
2023-10-31,"510345","510-Домкраты гидравлические подкатные",29.000000000000,0,1,1,1,0
2023-10-31,"51040","510-Домкраты гидравлические подкатные",271.000000000000,0,1,1,1,0
2023-10-31,"51045","510-Домкраты гидравлические подкатные",1.000000000000,0,1,1,1,0
2023-10-31,"51047","510-Домкраты гидравлические подкатные",1.000000000000,0,1,1,1,0
2023-10-31,"51050","510-Домкраты гидравлические подкатные",9.000000000000,0,1,1,1,0
2023-10-31,"51127","510-Домкраты гидравлические подкатные",387.000000000000,0,1,1,1,0
2023-10-31,"51128","510-Домкраты гидравлические подкатные",210.000000000000,0,1,1,1,0
2023-10-31,"51129","510-Домкраты гидравлические подкатные",343.000000000000,0,1,1,1,0
2023-10-31,"51130","510-Домкраты гидравлические подкатные",594.000000000000,0,1,1,1,0
2023-10-31,"51131","510-Домкраты гидравлические подкатные",100.000000000000,0,1,1,1,0
2023-10-31,"51132","510-Домкраты гидравлические подкатные",423.000000000000,0,1,1,1,0
2023-10-31,"51133","510-Домкраты гидравлические подкатные",14.000000000000,0,1,1,1,0
2023-10-31,"51134","510-Домкраты гидравлические подкатные",254.000000000000,0,1,1,1,0
2023-10-31,"51135","510-Домкраты гидравлические подкатные",31.000000000000,0,1,1,1,0
2023-10-31,"51136","510-Домкраты гидравлические подкатные",40.000000000000,0,1,1,1,0
2023-10-31,"51137","510-Домкраты гидравлические подкатные",10.000000000000,0,1,1,1,0
2023-10-31,"51138","510-Домкраты гидравлические подкатные",19.000000000000,0,1,1,1,0
2023-10-31,"51152","510-Домкраты гидравлические подкатные",407.000000000000,0,1,1,1,0
2023-10-31,"51153","510-Домкраты гидравлические подкатные",22.000000000000,0,1,1,1,0
2023-10-31,"51154","510-Домкраты гидравлические подкатные",8.000000000000,0,1,1,1,0
2023-10-31,"51155","510-Домкраты гидравлические подкатные",4.000000000000,0,1,1,1,0
2023-10-31,"51156","510-Домкраты гидравлические подкатные",20.000000000000,0,1,1,1,0
2023-10-31,"51157","510-Домкраты гидравлические подкатные",187.000000000000,0,1,1,1,0
2023-10-31,"737624","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",19.000000000000,0,1,1,1,0
2023-10-31,"737920","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",3.000000000000,0,1,1,1,0
2023-10-31,"7432470","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",3.000000000000,0,1,1,1,0
2023-10-31,"743667","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",9.000000000000,0,1,1,1,0
2023-10-31,"74368","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",2.000000000000,0,1,1,1,0
2023-10-31,"743694","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",5.000000000000,0,1,1,1,0
2023-10-31,"743890","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",12.000000000000,0,1,1,1,0
2023-10-31,"74394","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",20.000000000000,0,1,1,1,0
2023-10-31,"74400","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",157.000000000000,0,1,1,1,0
2023-11-30,"14007","140-Воротки",10.000000000000,0,1,1,1,0
2023-11-30,"14008","140-Воротки",20.000000000000,0,1,1,1,0
2023-11-30,"14009","140-Воротки",19.000000000000,0,1,1,1,0
2023-11-30,"14010","140-Воротки",30.000000000000,0,1,1,1,0
2023-11-30,"14013","140-Воротки",25.000000000000,0,1,1,1,0
2023-11-30,"14015","140-Воротки",68.000000000000,0,1,1,1,0
2023-11-30,"14025","140-Воротки",123.000000000000,0,1,1,1,0
2023-11-30,"14026","140-Воротки",5.000000000000,0,1,1,1,0
2023-11-30,"14027","140-Воротки",91.000000000000,0,1,1,1,0
2023-11-30,"14028","140-Воротки",107.000000000000,0,1,1,1,0
2023-11-30,"14029","140-Воротки",26.000000000000,0,1,1,1,0
2023-11-30,"14030","140-Воротки",36.000000000000,0,1,1,1,0
2023-11-30,"140405","140-Воротки",12.000000000000,0,1,1,1,0
2023-11-30,"14041","140-Воротки",48.000000000000,0,1,1,1,0
2023-11-30,"14042","140-Воротки",15.000000000000,0,1,1,1,0
2023-11-30,"14043","140-Воротки",24.000000000000,0,1,1,1,0
2023-11-30,"14044","140-Воротки",4.000000000000,0,1,1,1,0
2023-11-30,"14045","140-Воротки",5.000000000000,0,1,1,1,0
2023-11-30,"14046","140-Воротки",6.000000000000,0,1,1,1,0
2023-11-30,"140605","140-Воротки",18.000000000000,0,1,1,1,0
2023-11-30,"14066","140-Воротки",2.000000000000,0,1,1,1,0
2023-11-30,"14072","140-Воротки",34.000000000000,0,1,1,1,0
2023-11-30,"14074","140-Воротки",29.000000000000,0,1,1,1,0
2023-11-30,"14082","140-Воротки",19.000000000000,0,1,1,1,0
2023-11-30,"14084","140-Воротки",12.000000000000,0,1,1,1,0
2023-11-30,"14086","140-Воротки",63.000000000000,0,1,1,1,0
2023-11-30,"14135","140-Воротки",19.000000000000,0,1,1,1,0
2023-11-30,"14136","140-Воротки",4.000000000000,0,1,1,1,0
2023-11-30,"14137","140-Воротки",12.000000000000,0,1,1,1,0
2023-11-30,"26901","269-УШМ",17.000000000000,0,1,1,1,0
2023-11-30,"26904","269-УШМ",11.000000000000,0,1,1,1,0
2023-11-30,"26906","269-УШМ",6.000000000000,0,1,1,1,0
2023-11-30,"26908","269-УШМ",21.000000000000,0,1,1,1,0
2023-11-30,"26909","269-УШМ",11.000000000000,0,1,1,1,0
2023-11-30,"26910","269-УШМ",5.000000000000,0,1,1,1,0
2023-11-30,"26912","269-УШМ",3.000000000000,0,1,1,1,0
2023-11-30,"26915","269-УШМ",1.000000000000,0,1,1,1,0
2023-11-30,"26917","269-УШМ",1.000000000000,0,1,1,1,0
2023-11-30,"26981","269-УШМ",18.000000000000,0,1,1,1,0
2023-11-30,"26982","269-УШМ",5.000000000000,0,1,1,1,0
2023-11-30,"510084","510-Домкраты гидравлические подкатные",32.000000000000,0,1,1,1,0
2023-11-30,"510105","510-Домкраты гидравлические подкатные",26.000000000000,0,1,1,1,0
2023-11-30,"51018","510-Домкраты гидравлические подкатные",22.000000000000,0,1,1,1,0
2023-11-30,"51019","510-Домкраты гидравлические подкатные",37.000000000000,0,1,1,1,0
2023-11-30,"51020","510-Домкраты гидравлические подкатные",63.000000000000,0,1,1,1,0
2023-11-30,"51028","510-Домкраты гидравлические подкатные",319.000000000000,0,1,1,1,0
2023-11-30,"510335","510-Домкраты гидравлические подкатные",32.000000000000,0,1,1,1,0
2023-11-30,"510345","510-Домкраты гидравлические подкатные",25.000000000000,0,1,1,1,0
2023-11-30,"51035","510-Домкраты гидравлические подкатные",1.000000000000,0,1,1,1,0
2023-11-30,"51040","510-Домкраты гидравлические подкатные",211.000000000000,0,1,1,1,0
2023-11-30,"51045","510-Домкраты гидравлические подкатные",5.000000000000,0,1,1,1,0
2023-11-30,"51047","510-Домкраты гидравлические подкатные",8.000000000000,0,1,1,1,0
2023-11-30,"51050","510-Домкраты гидравлические подкатные",38.000000000000,0,1,1,1,0
2023-11-30,"51127","510-Домкраты гидравлические подкатные",141.000000000000,0,1,1,1,0
2023-11-30,"51128","510-Домкраты гидравлические подкатные",275.000000000000,0,1,1,1,0
2023-11-30,"51129","510-Домкраты гидравлические подкатные",326.000000000000,0,1,1,1,0
2023-11-30,"51130","510-Домкраты гидравлические подкатные",675.000000000000,0,1,1,1,0
2023-11-30,"51131","510-Домкраты гидравлические подкатные",76.000000000000,0,1,1,1,0
2023-11-30,"51132","510-Домкраты гидравлические подкатные",259.000000000000,0,1,1,1,0
2023-11-30,"51133","510-Домкраты гидравлические подкатные",31.000000000000,0,1,1,1,0
2023-11-30,"51134","510-Домкраты гидравлические подкатные",172.000000000000,0,1,1,1,0
2023-11-30,"51135","510-Домкраты гидравлические подкатные",58.000000000000,0,1,1,1,0
2023-11-30,"51136","510-Домкраты гидравлические подкатные",85.000000000000,0,1,1,1,0
2023-11-30,"51137","510-Домкраты гидравлические подкатные",27.000000000000,0,1,1,1,0
2023-11-30,"51138","510-Домкраты гидравлические подкатные",42.000000000000,0,1,1,1,0
2023-11-30,"51152","510-Домкраты гидравлические подкатные",212.000000000000,0,1,1,1,0
2023-11-30,"51153","510-Домкраты гидравлические подкатные",33.000000000000,0,1,1,1,0
2023-11-30,"51154","510-Домкраты гидравлические подкатные",23.000000000000,0,1,1,1,0
2023-11-30,"51155","510-Домкраты гидравлические подкатные",17.000000000000,0,1,1,1,0
2023-11-30,"51156","510-Домкраты гидравлические подкатные",92.000000000000,0,1,1,1,0
2023-11-30,"51157","510-Домкраты гидравлические подкатные",346.000000000000,0,1,1,1,0
2023-11-30,"737624","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",12.000000000000,0,1,1,1,0
2023-11-30,"737920","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",4.000000000000,0,1,1,1,0
2023-11-30,"737924","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",1.000000000000,0,1,1,1,0
2023-11-30,"7432470","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",4.000000000000,0,1,1,1,0
2023-11-30,"743667","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",14.000000000000,0,1,1,1,0
2023-11-30,"74368","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",1.000000000000,0,1,1,1,0
2023-11-30,"743684","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",12.000000000000,0,1,1,1,0
2023-11-30,"743694","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",26.000000000000,0,1,1,1,0
2023-11-30,"743890","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",2.000000000000,0,1,1,1,0
2023-11-30,"74394","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",1.000000000000,0,1,1,1,0
2023-11-30,"74400","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",81.000000000000,0,1,1,1,0
2023-12-31,"14007","140-Воротки",7.000000000000,0,1,1,1,0
2023-12-31,"14008","140-Воротки",4.000000000000,0,1,1,1,0
2023-12-31,"14009","140-Воротки",8.000000000000,0,1,1,1,0
2023-12-31,"14010","140-Воротки",20.000000000000,0,1,1,1,0
2023-12-31,"14013","140-Воротки",16.000000000000,0,1,1,1,0
2023-12-31,"14015","140-Воротки",37.000000000000,0,1,1,1,0
2023-12-31,"140205","140-Воротки",1.000000000000,0,1,1,1,0
2023-12-31,"14025","140-Воротки",137.000000000000,0,1,1,1,0
2023-12-31,"14026","140-Воротки",6.000000000000,0,1,1,1,0
2023-12-31,"14027","140-Воротки",57.000000000000,0,1,1,1,0
2023-12-31,"14028","140-Воротки",57.000000000000,0,1,1,1,0
2023-12-31,"14029","140-Воротки",24.000000000000,0,1,1,1,0
2023-12-31,"14030","140-Воротки",24.000000000000,0,1,1,1,0
2023-12-31,"140405","140-Воротки",2.000000000000,0,1,1,1,0
2023-12-31,"14041","140-Воротки",39.000000000000,0,1,1,1,0
2023-12-31,"14042","140-Воротки",11.000000000000,0,1,1,1,0
2023-12-31,"14043","140-Воротки",14.000000000000,0,1,1,1,0
2023-12-31,"14044","140-Воротки",14.000000000000,0,1,1,1,0
2023-12-31,"14045","140-Воротки",4.000000000000,0,1,1,1,0
2023-12-31,"140605","140-Воротки",3.000000000000,0,1,1,1,0
2023-12-31,"14066","140-Воротки",1.000000000000,0,1,1,1,0
2023-12-31,"14070","140-Воротки",62.000000000000,0,1,1,1,0
2023-12-31,"14072","140-Воротки",10.000000000000,0,1,1,1,0
2023-12-31,"14074","140-Воротки",47.000000000000,0,1,1,1,0
2023-12-31,"14082","140-Воротки",13.000000000000,0,1,1,1,0
2023-12-31,"14084","140-Воротки",10.000000000000,0,1,1,1,0
2023-12-31,"14086","140-Воротки",94.000000000000,0,1,1,1,0
2023-12-31,"14135","140-Воротки",27.000000000000,0,1,1,1,0
2023-12-31,"14136","140-Воротки",5.000000000000,0,1,1,1,0
2023-12-31,"14137","140-Воротки",6.000000000000,0,1,1,1,0
2023-12-31,"26901","269-УШМ",5.000000000000,0,1,1,1,0
2023-12-31,"26904","269-УШМ",5.000000000000,0,1,1,1,0
2023-12-31,"26906","269-УШМ",4.000000000000,0,1,1,1,0
2023-12-31,"26908","269-УШМ",9.000000000000,0,1,1,1,0
2023-12-31,"26909","269-УШМ",6.000000000000,0,1,1,1,0
2023-12-31,"26915","269-УШМ",7.000000000000,0,1,1,1,0
2023-12-31,"26981","269-УШМ",151.000000000000,0,1,1,1,0
2023-12-31,"26982","269-УШМ",40.000000000000,0,1,1,1,0
2023-12-31,"27004","269-УШМ",4.000000000000,0,1,1,1,0
2023-12-31,"510084","510-Домкраты гидравлические подкатные",7.000000000000,0,1,1,1,0
2023-12-31,"510105","510-Домкраты гидравлические подкатные",9.000000000000,0,1,1,1,0
2023-12-31,"51018","510-Домкраты гидравлические подкатные",10.000000000000,0,1,1,1,0
2023-12-31,"51019","510-Домкраты гидравлические подкатные",18.000000000000,0,1,1,1,0
2023-12-31,"51020","510-Домкраты гидравлические подкатные",29.000000000000,0,1,1,1,0
2023-12-31,"51028","510-Домкраты гидравлические подкатные",105.000000000000,0,1,1,1,0
2023-12-31,"510335","510-Домкраты гидравлические подкатные",2.000000000000,0,1,1,1,0
2023-12-31,"510345","510-Домкраты гидравлические подкатные",10.000000000000,0,1,1,1,0
2023-12-31,"51035","510-Домкраты гидравлические подкатные",1.000000000000,0,1,1,1,0
2023-12-31,"51040","510-Домкраты гидравлические подкатные",149.000000000000,0,1,1,1,0
2023-12-31,"51045","510-Домкраты гидравлические подкатные",3.000000000000,0,1,1,1,0
2023-12-31,"51047","510-Домкраты гидравлические подкатные",5.000000000000,0,1,1,1,0
2023-12-31,"51050","510-Домкраты гидравлические подкатные",12.000000000000,0,1,1,1,0
2023-12-31,"51127","510-Домкраты гидравлические подкатные",73.000000000000,0,1,1,1,0
2023-12-31,"51128","510-Домкраты гидравлические подкатные",74.000000000000,0,1,1,1,0
2023-12-31,"51129","510-Домкраты гидравлические подкатные",169.000000000000,0,1,1,1,0
2023-12-31,"51130","510-Домкраты гидравлические подкатные",286.000000000000,0,1,1,1,0
2023-12-31,"51131","510-Домкраты гидравлические подкатные",35.000000000000,0,1,1,1,0
2023-12-31,"51132","510-Домкраты гидравлические подкатные",125.000000000000,0,1,1,1,0
2023-12-31,"51133","510-Домкраты гидравлические подкатные",5.000000000000,0,1,1,1,0
2023-12-31,"51134","510-Домкраты гидравлические подкатные",56.000000000000,0,1,1,1,0
2023-12-31,"51135","510-Домкраты гидравлические подкатные",48.000000000000,0,1,1,1,0
2023-12-31,"51136","510-Домкраты гидравлические подкатные",33.000000000000,0,1,1,1,0
2023-12-31,"51137","510-Домкраты гидравлические подкатные",8.000000000000,0,1,1,1,0
2023-12-31,"51138","510-Домкраты гидравлические подкатные",13.000000000000,0,1,1,1,0
2023-12-31,"51152","510-Домкраты гидравлические подкатные",155.000000000000,0,1,1,1,0
2023-12-31,"51153","510-Домкраты гидравлические подкатные",9.000000000000,0,1,1,1,0
2023-12-31,"51154","510-Домкраты гидравлические подкатные",13.000000000000,0,1,1,1,0
2023-12-31,"51155","510-Домкраты гидравлические подкатные",10.000000000000,0,1,1,1,0
2023-12-31,"51156","510-Домкраты гидравлические подкатные",33.000000000000,0,1,1,1,0
2023-12-31,"51157","510-Домкраты гидравлические подкатные",156.000000000000,0,1,1,1,0
2023-12-31,"737920","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",2.000000000000,0,1,1,1,0
2023-12-31,"743667","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",2.000000000000,0,1,1,1,0
2023-12-31,"743694","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",0,0,1,1,1,0
2023-12-31,"74400","743-Круги абразивные армированные ""Сибртех, MATRIX, DENZEL, GROSS""",69.000000000000,0,1,1,1,0
2024-01-31,"14007","140-Воротки",3.000000000000,0,1,1,1,0
2024-01-31,"14008","140-Воротки",5.000000000000,0,1,1,1,0
2024-01-31,"14009","140-Воротки",6.000000000000,0,1,1,1,0
2024-01-31,"14010","140-Воротки",24.000000000000,0,1,1,1,0
2024-01-31,"14013","140-Воротки",5.000000000000,0,1,1,1,0
2024-01-31,"14015","140-Воротки",56.000000000000,0,1,1,1,0
2024-01-31,"140205","140-Воротки",1.000000000000,0,1,1,1,0
2024-01-31,"14025","140-Воротки",168.000000000000,0,1,1,1,0
2024-01-31,"14026","140-Воротки",4.000000000000,0,1,1,1,0
2024-01-31,"14027","140-Воротки",109.000000000000,0,1,1,1,0
2024-01-31,"14028","140-Воротки",87.000000000000,0,1,1,1,0
2024-01-31,"14029","140-Воротки",21.000000000000,0,1,1,1,0
2024-01-31,"14030","140-Воротки",31.000000000000,0,1,1,1,0
2024-01-31,"140405","140-Воротки",6.000000000000,0,1,1,1,0
2024-01-31,"14041","140-Воротки",27.000000000000,0,1,1,1,0
2024-01-31,"14042","140-Воротки",15.000000000000,0,1,1,1,0
2024-01-31,"14043","140-Воротки",13.000000000000,0,1,1,1,0
2024-01-31,"14044","140-Воротки",5.000000000000,0,1,1,1,0
2024-01-31,"14045","140-Воротки",3.000000000000,0,1,1,1,0
2024-01-31,"14046","140-Воротки",4.000000000000,0,1,1,1,0
2024-01-31,"140605","140-Воротки",2.000000000000,0,1,1,1,0
2024-01-31,"14066","140-Воротки",1.000000000000,0,1,1,1,0
2024-01-31,"14070","140-Воротки",100.000000000000,0,1,1,1,0
2024-01-31,"14072","140-Воротки",15.000000000000,0,1,1,1,0
2024-01-31,"14074","140-Воротки",45.000000000000,0,1,1,1,0
2024-01-31,"14082","140-Воротки",22.000000000000,0,1,1,1,0
2024-01-31,"14084","140-Воротки",8.000000000000,0,1,1,1,0
2024-01-31,"14086","140-Воротки",149.000000000000,0,1,1,1,0
2024-01-31,"14135","140-Воротки",17.000000000000,0,1,1,1,0
2024-01-31,"14136","140-Воротки",5.000000000000,0,1,1,1,0
2024-01-31,"14137","140-Воротки",4.000000000000,0,1,1,1,0
2024-01-31,"26901","269-УШМ",20.000000000000,0,1,1,1,0
2024-01-31,"26904","269-УШМ",5.000000000000,0,1,1,1,0
2024-01-31,"26906","269-УШМ",24.000000000000,0,1,1,1,0
2024-01-31,"26908","269-УШМ",19.000000000000,0,1,1,1,0
2024-01-31,"26909","269-УШМ",6.000000000000,0,1,1,1,0
2024-01-31,"26910","269-УШМ",2.000000000000,0,1,1,1,0
2024-01-31,"26917","269-УШМ",1.000000000000,0,1,1,1,0
